Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT019,322.4344972
FDZ08,OUT046,1187.920956
NCJ05,OUT018,2180.419197
FDF59,OUT046,1776.778938
NCO05,OUT035,1452.582334
FDW24,OUT018,668.9260388
NCX42,OUT018,2500.475824
NCA53,OUT035,687.1625001
FDI45,OUT019,330.9626562
FDG46,OUT046,1662.509238
FDM20,OUT010,472.0890191
FDW11,OUT010,156.7203419
FDX08,OUT035,2591.594924
NCK17,OUT035,560.611081
FDK32,OUT018,2172.260581
NCA42,OUT035,2282.381641
DRI01,OUT035,2578.238132
NCL55,OUT049,3466.518214
DRE25,OUT018,1396.850689
FDD14,OUT017,2648.206335
FDB10,OUT046,3462.6249
DRN11,OUT035,2160.401153
FDP38,OUT018,692.4335165
NCA30,OUT017,2652.824026
FDT15,OUT017,2648.206335
NCP55,OUT018,761.8806332
FDF12,OUT035,2162.182458
FDM21,OUT018,3461.69653
FDX56,OUT035,3110.185835
FDF10,OUT017,2160.401153
FDT32,OUT045,2654.601247
FDM51,OUT018,1457.041314
NCR50,OUT018,2180.419197
FDI19,OUT049,3464.325501
FDX21,OUT017,1463.100459
FDR31,OUT035,2160.401153
FDY02,OUT013,3468.484352
NCA29,OUT045,2574.564716
NCX17,OUT046,3464.325501
FDM12,OUT045,2655.285915
FDI53,OUT027,3613.827918
NCU30,OUT049,2480.680793
FDC56,OUT027,3210.704619
FDK27,OUT018,1755.416324
NCK18,OUT017,2508.063589
FDB52,OUT019,510.6427553
DRG25,OUT027,4561.765639
FDZ13,OUT049,734.0488781
FDB57,OUT019,470.3318345
FDR40,OUT046,1200.645498
NCO14,OUT019,74.42071851
NCN19,OUT045,2655.285915
FDQ28,OUT019,302.3685643
FDO13,OUT018,2480.680793
FDK48,OUT013,1178.131139
FDU07,OUT018,2174.132033
FDW20,OUT046,1759.997359
FDV12,OUT010,184.955802
FDH24,OUT013,2280.751143
FDV59,OUT049,3304.166926
FDK57,OUT045,1744.589596
FDL16,OUT027,946.4305597
NCQ17,OUT046,2195.042665
FDJ15,OUT018,2648.206335
FDX24,OUT049,1289.374537
FDT47,OUT046,1406.811129
FDT10,OUT049,774.4992356
FDZ37,OUT018,1216.307438
FDW43,OUT027,5627.968137
DRN36,OUT017,1401.388151
FDJ14,OUT045,1180.438584
FDA32,OUT013,3319.578821
FDJ38,OUT019,455.2615847
FDQ57,OUT017,2160.401153
NCQ41,OUT019,475.5042146
FDG56,OUT049,772.7662874
DRC13,OUT027,3155.820858
FDV55,OUT035,2160.401153
FDQ49,OUT045,2251.272577
FDE29,OUT010,154.7220969
FDR03,OUT013,3108.327947
FDD45,OUT049,1276.685141
FDN38,OUT010,514.6620967
FDT56,OUT046,767.0243259
FDT48,OUT045,2751.416958
FDU03,OUT049,2625.739307
FDC56,OUT010,231.2849965
NCO43,OUT027,2402.267448
FDQ27,OUT017,1468.526058
FDR03,OUT046,3106.043101
DRH23,OUT010,142.1525855
FDG22,OUT045,555.0939641
NCJ42,OUT013,1456.989039
FDR24,OUT046,1238.798997
FDW60,OUT035,2578.238132
FDJ08,OUT013,2654.601247
DRL59,OUT018,717.0521105
FDG60,OUT010,507.1281281
FDW27,OUT017,2200.194535
FDX14,OUT018,1175.924896
FDC20,OUT013,765.4008453
NCS29,OUT018,3463.396676
FDJ56,OUT046,1452.582334
FDB20,OUT019,171.4237441
FDL28,OUT027,5561.57737
FDW01,OUT018,2172.260581
FDL03,OUT046,2668.318529
FDX22,OUT049,3290.37222
FDJ21,OUT035,2160.401153
FDR31,OUT045,2160.401153
FDG21,OUT035,2172.260581
FDS22,OUT027,877.2596528
FDK08,OUT035,1420.366754
FDE17,OUT018,2172.260581
NCN30,OUT017,1401.388151
FDT50,OUT046,1405.07855
NCX42,OUT049,2464.034665
FDJ12,OUT035,3283.441785
NCA18,OUT027,2857.3201
FDP23,OUT019,449.1695651
FDX12,OUT013,3462.256134
FDN40,OUT018,2174.132033
FDV48,OUT035,1179.785341
NCY54,OUT013,2578.238132
FDL16,OUT010,83.50877038
FDR45,OUT018,3455.480497
FDJ52,OUT046,2319.952255
DRG01,OUT017,1178.506131
FDP52,OUT013,3462.256134
FDU58,OUT017,2649.515911
FDL02,OUT045,1458.993107
FDG28,OUT013,3462.256134
FDA19,OUT035,1787.372851
FDW46,OUT027,1876.375997
NCD43,OUT049,1460.983156
DRG39,OUT013,732.6951237
NCF55,OUT049,544.0067892
FDJ07,OUT046,1682.21202
FDE08,OUT046,2172.260581
FDP56,OUT019,93.03622772
FDT45,OUT045,758.3623778
FDF17,OUT018,2657.383379
FDX44,OUT046,1217.939849
FDM28,OUT027,4335.070969
FDI36,OUT049,2668.318529
FDS07,OUT045,1666.292316
FDD36,OUT045,1682.21202
FDW11,OUT046,774.4992356
FDN40,OUT049,2180.419197
NCQ18,OUT049,1402.268129
NCQ54,OUT017,2511.566994
NCS42,OUT045,1243.768739
DRH39,OUT010,145.0347212
FDC09,OUT027,2438.135476
FDT08,OUT010,295.5284432
FDC08,OUT035,3442.60939
FDT20,OUT017,549.1995674
FDS35,OUT035,951.3936476
FDX58,OUT018,2639.181861
FDW58,OUT046,1457.156472
DRD27,OUT046,1416.699233
FDH32,OUT019,196.5593075
FDS26,OUT035,3470.557441
FDQ31,OUT046,1213.190435
FDP11,OUT018,3368.939981
FDD58,OUT017,1420.366754
FDM33,OUT045,3325.313642
FDZ16,OUT049,2657.383379
NCS29,OUT010,527.3227423
NCM18,OUT019,154.8883232
FDP11,OUT049,3375.905508
NCC42,OUT017,1941.921483
DRM23,OUT046,2578.238132
NCN55,OUT027,5614.25119
FDK46,OUT013,3466.781709
FDR01,OUT046,2697.394856
NCA05,OUT045,2172.260581
NCP43,OUT017,2582.074565
FDR12,OUT010,328.7862475
FDQ01,OUT013,3468.484352
FDM13,OUT046,1849.127461
FDQ19,OUT017,3459.71121
FDK56,OUT019,447.6044088
NCX06,OUT010,440.5283141
FDO56,OUT027,2981.672902
FDU45,OUT045,1659.463371
FDI16,OUT019,158.8114838
FDL32,OUT046,1662.509238
FDA07,OUT046,1761.602244
FDA14,OUT045,2160.401153
FDV46,OUT027,3321.07915
NCO07,OUT035,3290.680648
NCP41,OUT046,1461.184257
FDY60,OUT018,1951.521033
FDN38,OUT017,3466.518214
FDO15,OUT046,1110.085777
FDT60,OUT013,1755.416324
FDA55,OUT035,3442.60939
FDE02,OUT010,178.0279073
DRJ39,OUT049,3411.989613
FDV34,OUT035,1108.882227
FDS20,OUT027,4604.87224
FDF02,OUT027,2515.578424
FDW40,OUT017,1998.903976
NCB43,OUT046,2649.515911
FDR58,OUT017,1244.993019
DRJ59,OUT035,559.3146753
NCD30,OUT017,1416.699233
FDE14,OUT017,1402.268129
FDC28,OUT018,1460.138744
FDU16,OUT018,1193.31846
NCD19,OUT035,767.0243259
FDU21,OUT046,547.8224838
FDV59,OUT027,5380.089646
FDU03,OUT045,2639.181861
FDC33,OUT010,445.5499618
NCR42,OUT035,544.0067892
DRH59,OUT035,1114.161673
NCM31,OUT035,1954.446482
FDS50,OUT035,3439.829874
FDP39,OUT046,754.9426342
FDQ55,OUT013,1682.21202
FDV36,OUT019,253.1363354
FDI05,OUT027,2073.250554
FDS45,OUT027,2456.476539
FDA39,OUT045,555.0939641
FDC37,OUT010,236.6512069
FDJ60,OUT027,4146.014278
DRQ35,OUT046,1755.416324
NCJ06,OUT046,1732.918538
NCY42,OUT018,2160.401153
DRM37,OUT049,2659.295282
FDR14,OUT045,734.0488781
FDE51,OUT049,580.5181045
FDT33,OUT017,2511.566994
FDR08,OUT013,1659.463371
FDE36,OUT010,323.1234017
FDL22,OUT019,195.6909944
FDR44,OUT013,1853.417777
FDI56,OUT019,184.8424579
FDE47,OUT010,246.5017155
FDV27,OUT010,172.0270935
FDV10,OUT049,564.9238672
FDC40,OUT045,1177.723534
NCX41,OUT013,3293.101271
NCQ38,OUT027,2397.942069
FDV12,OUT027,2465.434125
FDE52,OUT017,1219.309286
FDG20,OUT027,4320.311268
FDV16,OUT027,865.7867933
FDI32,OUT017,1663.737381
FDJ32,OUT049,791.2002951
FDN39,OUT018,2539.512061
FDY34,OUT017,2530.936097
FDC14,OUT035,561.9154134
FDA55,OUT017,3442.60939
FDZ50,OUT010,398.5382441
DRG13,OUT049,2483.969369
FDP01,OUT013,2177.237321
NCG54,OUT017,2578.238132
FDM13,OUT045,1877.468755
NCO18,OUT027,4331.219107
NCW41,OUT013,2203.883098
FDM52,OUT027,3364.337624
NCF55,OUT035,544.0067892
FDT09,OUT046,1849.127461
NCM19,OUT035,1566.095523
FDW12,OUT018,2160.401153
FDP15,OUT019,574.3911413
FDK36,OUT045,687.1625001
FDZ25,OUT035,2578.238132
NCW06,OUT049,2657.383379
FDW60,OUT046,2582.074565
DRC49,OUT013,2160.401153
NCT17,OUT035,2654.601247
NCN06,OUT018,2480.680793
FDC45,OUT013,2578.238132
DRJ47,OUT019,332.0010298
NCF06,OUT045,3468.186999
FDE21,OUT010,244.7806561
DRG27,OUT013,558.8149695
FDW40,OUT049,1951.521033
NCO53,OUT046,2648.206335
FDE23,OUT049,589.2664345
FDQ16,OUT046,1468.58642
FDS26,OUT045,3470.557441
FDZ13,OUT010,88.92356765
FDS14,OUT049,2203.883098
FDC10,OUT045,1683.774641
FDY16,OUT049,2648.206335
FDJ20,OUT035,1767.070156
FDV43,OUT035,572.3189254
FDZ32,OUT027,2440.493354
FDR23,OUT046,2578.238132
FDN24,OUT035,757.4360461
FDE34,OUT027,4535.617734
FDU31,OUT013,3324.959495
FDW33,OUT018,1459.216167
FDU26,OUT046,1682.21202
FDE20,OUT027,4214.862463
NCW05,OUT035,1458.993107
FDB22,OUT018,2172.260581
FDO56,OUT046,1677.23815
FDA19,OUT027,3361.99206
DRI39,OUT045,767.0243259
FDH52,OUT018,768.441867
FDZ50,OUT035,2648.206335
NCN42,OUT035,2160.401153
FDB53,OUT013,2162.182458
DRG11,OUT017,1500.444549
DRK11,OUT027,3345.066773
FDQ60,OUT017,1755.416324
FDT36,OUT017,543.1846529
DRG25,OUT018,2648.206335
DRJ23,OUT046,2655.285915
FDG05,OUT035,2280.751143
NCK06,OUT018,1752.609198
FDU52,OUT017,2180.419197
FDW07,OUT018,1212.360852
NCM17,OUT045,604.6621236
FDA22,OUT045,2538.075162
NCA41,OUT018,2657.383379
FDF38,OUT035,561.9154134
FDH52,OUT046,804.9376619
FDY58,OUT019,488.2836589
FDZ16,OUT045,2657.383379
NCM18,OUT017,783.7971885
FDA22,OUT018,2523.157919
NCJ43,OUT035,2578.238132
FDI34,OUT027,5613.237004
FDG56,OUT046,774.4992356
FDS34,OUT046,1667.047813
DRC01,OUT035,702.3108858
FDQ04,OUT035,555.0939641
FDK04,OUT035,767.0243259
FDT51,OUT049,1552.865058
FDV26,OUT017,2659.295282
FDS04,OUT049,1941.921483
FDW43,OUT018,3457.177591
FDQ28,OUT010,293.583899
NCK06,OUT017,1752.609198
FDS23,OUT018,1838.067836
FDZ36,OUT019,454.6730757
FDE56,OUT018,813.4478718
FDW10,OUT027,4313.513222
NCN14,OUT045,2648.206335
NCQ18,OUT045,1418.826909
FDW08,OUT017,1462.176012
FDU43,OUT035,3464.325501
FDR33,OUT010,231.0584723
FDM24,OUT010,313.1986482
NCZ05,OUT046,1460.983156
NCV41,OUT035,1658.124135
FDV11,OUT018,2578.238132
NCY05,OUT035,549.2511363
FDV44,OUT018,2652.824026
FDW32,OUT049,1196.749689
NCU18,OUT027,3323.973573
NCC43,OUT035,3464.150531
FDW19,OUT013,1566.095523
FDN31,OUT035,2657.383379
FDI48,OUT045,713.1255424
FDS24,OUT017,1236.161924
FDF46,OUT049,1666.292316
DRG23,OUT017,2172.260581
FDG14,OUT018,2172.260581
NCY30,OUT049,2591.594924
FDO28,OUT018,1755.416324
DRD24,OUT035,1954.446482
FDI33,OUT049,1240.659681
FDN32,OUT046,2648.206335
FDR16,OUT045,3295.069565
FDF26,OUT046,2177.237321
NCN29,OUT018,662.1077487
FDE20,OUT045,2538.075162
FDA46,OUT046,2657.383379
FDU28,OUT045,2649.515911
FDQ48,OUT045,1418.826909
FDV36,OUT013,1787.372851
FDR14,OUT018,750.2025219
FDP23,OUT017,3321.562936
FDP56,OUT013,714.1031477
FDK48,OUT010,160.936282
FDR48,OUT046,2174.132033
NCY29,OUT049,767.0243259
FDM22,OUT018,751.1200189
DRJ01,OUT013,2456.658864
FDZ43,OUT045,3464.325501
FDV03,OUT035,2180.419197
FDX11,OUT027,4462.753365
NCA41,OUT027,5238.19966
FDE38,OUT017,2527.727485
FDI27,OUT018,655.1890004
FDN32,OUT013,2648.206335
NCN43,OUT017,1755.416324
FDB47,OUT027,5477.107705
FDV03,OUT017,2195.042665
NCN30,OUT045,1418.826909
NCV54,OUT010,244.6903483
FDV07,OUT013,1514.892184
FDP07,OUT049,2673.207089
FDK48,OUT018,1054.276645
FDM15,OUT019,297.9681033
FDY19,OUT027,2977.816788
FDK46,OUT046,3468.853781
FDY11,OUT045,967.699302
FDH09,OUT046,736.7574236
FDO08,OUT027,4133.51799
FDU14,OUT013,3464.447537
FDD22,OUT027,2853.809211
FDM27,OUT017,2251.272577
FDL02,OUT027,2518.011165
NCA17,OUT035,2160.401153
FDE38,OUT019,321.3167546
NCG07,OUT049,2652.824026
DRC27,OUT013,3462.256134
FDA27,OUT035,3466.518214
FDW40,OUT045,1954.446482
DRI11,OUT013,1666.292316
FDN50,OUT046,1399.444629
FDR12,OUT046,2578.238132
FDT34,OUT027,2523.613553
FDW11,OUT035,774.4992356
NCO30,OUT027,4584.505032
FDZ34,OUT017,2657.383379
FDU45,OUT017,1662.509238
NCD42,OUT035,549.2511363
FDX25,OUT045,2625.739307
NCR29,OUT046,767.0243259
FDX43,OUT019,321.9881472
FDB04,OUT010,168.9938921
FDR49,OUT027,1120.950415
FDS39,OUT018,1951.521033
FDW58,OUT045,1457.156472
FDG22,OUT019,60.47493807
FDG31,OUT017,900.7463949
NCV53,OUT027,5611.353148
DRJ37,OUT035,2172.260581
FDV07,OUT035,1552.865058
FDW52,OUT018,2500.475824
FDT15,OUT045,2648.206335
FDD02,OUT018,1683.774641
FDM16,OUT035,1105.329272
NCE55,OUT046,2578.238132
FDB57,OUT018,3410.592229
FDQ04,OUT013,572.7425575
FDQ47,OUT019,70.58797116
FDY14,OUT019,530.6570839
DRK37,OUT017,2652.824026
FDO25,OUT017,3291.988247
FDL57,OUT046,3468.853781
NCK29,OUT018,1759.997359
FDK46,OUT027,5619.134014
NCB43,OUT010,486.0900412
DRE01,OUT027,5533.7305
FDC46,OUT018,2648.206335
FDQ23,OUT045,1462.32415
FDX38,OUT049,696.3268872
FDG60,OUT018,3457.177591
FDW55,OUT017,3464.325501
FDP39,OUT013,696.2371174
FDB20,OUT018,1176.40271
FDV21,OUT017,1767.070156
FDZ02,OUT013,1403.006342
FDP19,OUT027,3356.699331
FDA38,OUT035,3464.325501
FDH22,OUT045,1770.124137
DRM11,OUT045,3470.557441
FDO12,OUT027,5205.529897
FDT14,OUT049,1744.589596
FDW34,OUT010,481.827668
FDG04,OUT027,4573.684366
FDW59,OUT018,1198.389337
FDR33,OUT018,1497.40729
FDP32,OUT013,1787.372851
FDL13,OUT027,5614.25119
FDD22,OUT013,1662.509238
FDV40,OUT027,1883.500017
NCD55,OUT046,561.0317508
FDQ20,OUT010,64.7606161
FDD28,OUT045,767.0243259
FDC39,OUT045,3291.988247
NCR17,OUT049,1682.21202
DRO35,OUT018,1677.23815
FDF40,OUT049,3466.518214
FDR31,OUT018,2160.401153
NCQ41,OUT017,2657.383379
FDP38,OUT046,696.3268872
NCU54,OUT027,5482.698421
FDG22,OUT018,494.9918046
DRK59,OUT013,3462.256134
FDC37,OUT046,1461.184257
NCO42,OUT013,2160.401153
NCT42,OUT017,2172.260581
FDX27,OUT035,1366.925641
FDV40,OUT018,1100.197616
FDT45,OUT027,1602.979064
FDS47,OUT019,188.0296583
FDR45,OUT035,3462.6249
FDB03,OUT045,3464.325501
FDO49,OUT035,754.2930135
FDU60,OUT027,4188.648912
FDB26,OUT018,717.5043713
FDB46,OUT017,3293.452025
FDQ37,OUT019,462.5912779
FDN03,OUT017,3461.901003
NCX30,OUT045,3464.150531
FDK32,OUT019,298.6480916
DRM47,OUT013,2657.383379
NCO02,OUT046,1046.960995
FDP04,OUT013,950.0594073
NCO43,OUT049,1468.526058
FDD59,OUT013,1186.255357
FDQ10,OUT017,2578.238132
FDW45,OUT035,2160.401153
NCK30,OUT049,3468.186999
FDU31,OUT018,3294.428144
NCQ17,OUT019,296.1742413
FDN01,OUT017,2578.238132
FDZ19,OUT049,2578.238132
DRG37,OUT017,2198.486795
FDE32,OUT045,549.8708183
FDO34,OUT049,2532.166067
FDM04,OUT019,94.8659079
FDZ25,OUT049,2578.238132
FDU08,OUT049,1419.789934
NCW30,OUT045,3463.567566
NCM18,OUT013,773.7235699
FDS22,OUT035,571.8407064
NCH18,OUT017,3461.959315
FDC23,OUT013,2582.074565
FDY46,OUT013,2648.206335
NCU06,OUT046,3461.959315
FDX57,OUT045,1416.699233
FDX36,OUT027,5549.797788
FDL16,OUT045,686.2273397
FDT16,OUT010,532.1932448
FDN16,OUT018,1458.025724
FDC03,OUT046,2657.383379
DRF60,OUT013,3462.256134
FDS27,OUT027,5231.967677
FDP33,OUT010,571.6861977
FDJ36,OUT018,1456.05304
NCR42,OUT013,541.755203
FDV14,OUT017,1204.163389
NCP42,OUT035,2657.383379
FDB50,OUT027,2085.867112
NCC30,OUT027,4319.744639
FDA23,OUT018,1457.041314
FDW16,OUT017,1239.733122
FDQ52,OUT010,520.9817789
FDB58,OUT049,2007.985451
NCP29,OUT049,951.3936476
NCM05,OUT045,3470.557441
FDO25,OUT013,3293.101271
NCM54,OUT046,1787.372851
NCL54,OUT046,2578.238132
FDL39,OUT010,336.3764543
FDF53,OUT018,2593.290035
NCQ42,OUT035,1787.372851
FDF58,OUT013,884.7773704
FDZ04,OUT035,951.3936476
FDE26,OUT019,267.3459771
FDS60,OUT017,2591.594924
FDV58,OUT017,2668.318529
FDM04,OUT045,732.1517138
FDE08,OUT035,2160.401153
NCB43,OUT049,2649.515911
FDU11,OUT010,234.1159855
FDF22,OUT019,458.231701
FDE24,OUT013,1941.921483
DRJ49,OUT046,1849.127461
NCQ53,OUT035,3464.325501
NCL41,OUT013,543.117935
FDR22,OUT013,1563.767029
FDH04,OUT035,1255.212253
DRH15,OUT045,575.64997
FDY40,OUT049,687.1625001
NCI17,OUT035,1406.045926
NCC18,OUT013,2578.238132
FDY28,OUT027,5422.958091
FDB45,OUT027,2438.135476
NCL30,OUT018,1773.948394
FDM10,OUT017,3293.452025
FDH22,OUT027,3211.746964
NCZ53,OUT017,2654.601247
NCI18,OUT013,3430.851266
FDH14,OUT027,3333.002246
FDR36,OUT027,882.6241015
FDW01,OUT045,2172.260581
FDK02,OUT027,2928.56555
FDJ02,OUT018,2160.401153
FDU55,OUT013,3468.484352
NCV18,OUT027,2185.649265
FDH14,OUT018,1894.074778
FDZ37,OUT045,1241.278643
FDX49,OUT049,3464.325501
NCD43,OUT046,1462.176012
FDZ07,OUT013,773.7235699
FDK43,OUT035,1768.721421
FDR32,OUT018,3457.177591
FDT39,OUT013,2172.260581
NCV54,OUT017,1744.589596
FDF38,OUT018,511.3232909
FDV60,OUT046,2668.318529
FDH44,OUT027,3501.381216
FDS21,OUT046,774.4992356
NCL41,OUT045,544.8636841
FDM46,OUT017,1374.181955
FDU27,OUT045,695.3792732
NCJ54,OUT017,3461.959315
DRG51,OUT018,2495.612288
NCA29,OUT019,330.3748709
FDR47,OUT045,2657.383379
NCL19,OUT027,3280.232435
DRG01,OUT049,1140.442065
FDG10,OUT046,767.0243259
NCV05,OUT049,2174.132033
NCH18,OUT019,480.7682836
FDV14,OUT018,1201.460015
DRJ23,OUT035,2655.285915
DRJ11,OUT046,2649.515911
FDZ03,OUT017,2648.206335
FDI27,OUT010,71.56055563
FDJ14,OUT018,1194.410758
FDU32,OUT017,1753.942575
FDD47,OUT027,4254.69771
DRF36,OUT035,2655.285915
FDM21,OUT046,3468.853781
FDV10,OUT018,524.9711338
FDH60,OUT018,2657.383379
FDX47,OUT010,326.8690611
FDT19,OUT019,327.5604661
FDO11,OUT045,3466.518214
FDH24,OUT027,3534.277893
FDL02,OUT018,1456.0397
FDB02,OUT049,2578.238132
FDA43,OUT046,2657.383379
FDG52,OUT045,685.0920663
DRC12,OUT013,2652.824026
FDY37,OUT018,1954.446482
NCU18,OUT045,1941.921483
FDU09,OUT035,767.0243259
DRJ25,OUT027,1284.99493
DRE12,OUT018,1662.509238
DRL47,OUT017,1767.070156
DRK01,OUT046,1402.909083
FDC22,OUT019,452.7407735
FDG44,OUT013,755.8328336
FDW04,OUT035,1844.330356
FDK09,OUT049,3462.6249
NCN43,OUT035,1755.416324
FDG04,OUT049,2649.515911
FDH32,OUT010,180.9468237
DRI47,OUT017,2160.401153
DRE15,OUT013,1111.844597
FDY11,OUT035,1047.92223
FDO60,OUT049,588.5677474
FDQ20,OUT018,508.5997781
FDO57,OUT027,3708.328712
FDT14,OUT019,246.0003966
FDA57,OUT049,560.611081
DRN35,OUT017,547.1537289
FDJ03,OUT046,702.3108858
FDX28,OUT017,1461.33684
DRE25,OUT045,1242.420212
FDR09,OUT046,3468.853781
FDB23,OUT035,3445.723119
FDO08,OUT045,2467.169988
FDQ23,OUT049,1461.33684
FDW04,OUT013,1844.330356
DRK13,OUT010,449.1766961
NCL17,OUT027,3333.325183
FDY21,OUT035,2657.383379
FDJ38,OUT027,4629.518062
FDA37,OUT019,247.0220137
FDV43,OUT013,587.3786791
FDL36,OUT046,1251.674519
FDD53,OUT045,560.611081
FDZ19,OUT010,344.143186
FDV21,OUT045,1767.070156
NCL54,OUT018,2578.238132
DRI47,OUT027,3347.133978
DRG03,OUT049,2198.486795
FDG21,OUT013,2170.456866
FDW03,OUT018,1462.939563
NCI55,OUT046,1755.416324
DRC36,OUT019,341.951235
FDH22,OUT017,1787.372851
FDV20,OUT045,1787.372851
NCU41,OUT027,5226.450365
FDN46,OUT027,2523.691758
FDK50,OUT045,2420.81233
NCA05,OUT027,3370.75324
DRH01,OUT018,2578.238132
FDT08,OUT018,2167.136999
FDM08,OUT018,3435.506274
FDZ07,OUT035,774.4992356
FDS22,OUT017,682.7613424
FDV35,OUT027,3446.481681
FDI28,OUT010,158.483623
FDW58,OUT027,2432.055063
FDT52,OUT045,3464.325501
FDY34,OUT046,2480.680793
FDR10,OUT046,2299.136669
FDK57,OUT017,1753.942575
FDR02,OUT027,2502.264276
FDX49,OUT046,3464.325501
FDQ20,OUT046,560.611081
DRK23,OUT045,3466.518214
NCW06,OUT046,2657.383379
FDR31,OUT017,2160.401153
NCE43,OUT013,2538.075162
DRO59,OUT027,1992.188689
FDN09,OUT049,3462.6249
FDR11,OUT046,2330.446953
FDO57,OUT013,2420.81233
NCX18,OUT017,2664.764169
FDB05,OUT018,3459.365781
FDQ08,OUT018,768.441867
NCG43,OUT035,1369.72353
FDJ56,OUT013,1459.181721
FDA13,OUT010,75.19705793
FDO56,OUT017,1677.23815
FDB37,OUT018,3457.177591
FDZ02,OUT018,1400.069129
FDQ24,OUT046,3466.518214
FDM16,OUT013,1103.779379
FDU35,OUT049,1421.670493
FDT35,OUT035,2538.075162
NCX30,OUT049,3461.959315
FDG04,OUT017,2649.515911
FDI12,OUT035,1209.136295
FDE35,OUT035,772.7662874
NCP14,OUT027,2482.540807
NCY53,OUT045,1550.556223
FDP49,OUT017,767.0243259
FDQ04,OUT017,571.620321
FDM39,OUT035,2589.153099
FDO58,OUT019,314.9193966
FDC56,OUT017,1692.624021
NCQ54,OUT046,2532.166067
FDV10,OUT027,877.2596528
NCK17,OUT046,560.611081
NCF55,OUT027,861.2132591
FDV33,OUT013,3466.781709
NCH29,OUT019,198.2593743
FDA37,OUT027,3165.072154
FDH46,OUT018,1457.041314
FDS25,OUT035,1566.095523
FDH04,OUT027,2334.036391
FDX52,OUT046,2655.285915
NCD42,OUT017,548.5806405
FDW47,OUT017,1755.416324
FDL25,OUT027,2462.375221
NCJ06,OUT010,216.673388
FDY09,OUT013,2578.238132
FDS40,OUT046,549.2511363
FDH41,OUT017,3301.239658
FDG38,OUT035,1203.139646
FDU03,OUT027,4386.797568
FDV20,OUT046,1787.372851
DRB13,OUT045,2655.285915
NCQ30,OUT013,1744.589596
NCH06,OUT013,3459.891361
FDU50,OUT018,1661.555896
NCO42,OUT019,295.8363588
FDW09,OUT018,1176.255585
FDH04,OUT013,1243.247466
FDC21,OUT045,1461.184257
FDL21,OUT049,560.611081
FDM46,OUT010,170.1911712
FDT22,OUT019,162.1626652
FDB28,OUT035,2680.697006
FDI12,OUT018,1224.864445
FDA28,OUT045,1768.721421
FDF59,OUT013,1787.372851
FDM45,OUT027,3144.410629
FDQ56,OUT017,1202.733633
FDR46,OUT049,2160.401153
FDT01,OUT013,3293.101271
FDD16,OUT027,1957.341722
NCU30,OUT010,321.6710951
FDM40,OUT010,270.7390346
FDI56,OUT035,1277.664782
NCS30,OUT013,1787.372851
FDU08,OUT017,1419.789934
FDX51,OUT027,5250.082486
FDA43,OUT045,2668.318529
FDX59,OUT010,64.05349627
FDC37,OUT018,1458.226418
FDP58,OUT013,3345.219699
NCY42,OUT035,1954.446482
FDF21,OUT018,2654.601247
FDU10,OUT027,872.2448887
DRL47,OUT018,1767.070156
FDA58,OUT018,3455.480497
FDJ22,OUT049,2657.383379
FDK50,OUT046,2297.546861
FDO38,OUT035,1175.957162
DRF60,OUT035,3464.325501
NCZ42,OUT019,458.5045155
FDD35,OUT049,1683.774641
FDL25,OUT045,1259.278397
FDJ16,OUT013,765.4008453
DRK59,OUT049,3464.325501
FDI50,OUT046,3464.325501
NCB19,OUT045,1213.190435
DRI37,OUT035,772.7662874
FDA14,OUT027,3275.589755
FDC08,OUT018,3457.177591
FDS45,OUT046,1470.718042
FDI21,OUT049,951.3936476
DRJ47,OUT035,2578.238132
DRE37,OUT027,4566.464755
FDT55,OUT018,2280.751143
NCG42,OUT027,3205.795756
FDA31,OUT049,2578.238132
NCW42,OUT046,3415.309538
FDF50,OUT017,2657.383379
FDK56,OUT049,2649.515911
FDX10,OUT035,548.1556002
NCK07,OUT027,3969.01464
FDZ49,OUT017,3417.643849
FDR33,OUT013,1470.968631
FDO44,OUT018,1563.798396
FDA20,OUT046,2649.515911
NCL30,OUT045,1787.372851
FDI05,OUT019,181.0047908
FDQ12,OUT018,3457.177591
FDH47,OUT017,1401.388151
FDH34,OUT018,2648.206335
FDF29,OUT046,1849.127461
FDG40,OUT018,493.4050479
NCE18,OUT017,3464.150531
FDP21,OUT010,445.630308
FDY50,OUT013,1235.385911
FDB36,OUT049,1800.085392
NCZ29,OUT049,1776.778938
FDU20,OUT018,1683.774641
FDO56,OUT013,1682.21202
FDW31,OUT049,2668.318529
DRH59,OUT013,1110.018935
NCB30,OUT017,2668.318529
FDK43,OUT027,3211.794225
FDW43,OUT045,3464.325501
NCL19,OUT017,1940.111957
FDJ27,OUT046,1440.219076
FDC45,OUT046,2541.147305
FDY40,OUT035,717.8229757
NCM41,OUT035,1250.843375
NCK18,OUT019,396.1344249
FDP37,OUT049,1833.161622
FDA27,OUT027,5616.233451
NCX30,OUT035,3461.959315
FDR09,OUT017,3468.853781
FDG08,OUT027,4302.154922
NCU30,OUT013,2480.680793
FDB16,OUT017,1219.804713
FDM16,OUT017,1093.022245
FDC48,OUT013,1187.687842
NCF18,OUT046,2654.601247
FDU46,OUT018,1207.121387
FDH41,OUT018,3294.428144
NCN42,OUT010,345.7633027
FDU49,OUT046,1222.110552
FDB20,OUT027,1981.087977
